扁柯盒籍,,,,
[八祸炼扒],,,,
磊丰备盒 : 岿,,,,
磊丰屈怕 : 扁夯,,,,
瘤开/瘤痢 : ,,,,
扁埃 : 2008~2018 01~12,,,,
,,,,
斥岿,瘤痢,乞闭扁柯(∩),弥历扁柯(∩),弥绊扁柯(∩)
03岿 11老,165,4.8,-2.4,16.2
03岿 11老,168,6.3,-2.8,17
03岿 11老,169,5.3,0.1,14.3
03岿 11老,170,5.9,-1.9,19.6
03岿 11老,143,7,-3.4,22.5
03岿 11老,146,4.5,-5.7,19.6
03岿 11老,152,6.7,-3.5,21
03岿 11老,155,7.1,-2.8,22.3
04岿 11老,156,12.2,1.8,25.6
04岿 11老,159,13.1,5.3,21.4
04岿 11老,135,10.9,-1.4,25.4
04岿 11老,136,11.5,-1.3,26.6
04岿 11老,137,11.5,-1.4,26.4
04岿 11老,138,13.4,2.6,27.8
04岿 11老,140,10.1,-1.6,22.4
04岿 11老,127,10.6,-0.7,24.5
04岿 11老,129,9.5,-1.2,18.9
04岿 11老,130,10.9,-1,27.1
04岿 11老,131,11.9,2.7,24.9
04岿 11老,133,11.6,1.7,23.6
04岿 11老,108,10.7,4.3,19
04岿 11老,112,10,4.3,18.2
04岿 11老,114,11.1,1.1,23.7
04岿 11老,115,9.6,2.1,19.1
04岿 11老,119,10.1,0.2,21
04岿 11老,121,10.6,-1.2,24.4
04岿 11老,101,10.1,-1.2,21.5
04岿 11老,102,7.8,2.2,15.1
04岿 11老,104,11,0.1,25.5
04岿 11老,105,11.7,0.5,26
04岿 11老,106,11.1,0.2,26.4
04岿 11老,90,11.4,0.9,24.6
04岿 11老,95,9.1,-2.7,20.6
04岿 11老,98,9.9,-0.2,21
04岿 11老,99,9.2,-2.6,20.3
04岿 11老,100,5.7,-5.8,19.2
04岿 11老,295,13.1,2.7,24.7
04岿 11老,283,11.5,-3,27.3
04岿 11老,284,11,-2.9,26.5
04岿 11老,285,12.8,-1.7,29.2
04岿 11老,288,12.5,-1.8,27
04岿 11老,289,12.5,-0.6,28
04岿 11老,294,12.7,2.7,20.8
04岿 11老,276,10,-4.7,25.8
04岿 11老,277,12,-1.2,28
04岿 11老,278,10.9,-4.5,28.1
04岿 11老,279,12.4,-0.6,28.3
04岿 11老,281,11.8,-3.2,27.7
04岿 11老,264,11.7,-2.8,27.5
04岿 11老,266,13.2,4.2,23.8
04岿 11老,271,8.6,-5.7,24.1
04岿 11老,272,10.6,-3.4,25.9
04岿 11老,273,11.1,-1.5,25.7
04岿 11老,258,11.9,-0.4,24.6
04岿 11老,259,11.1,-1.1,23.9
04岿 11老,260,11.6,-2.8,24.9
04岿 11老,261,10.6,-3.8,22.4
04岿 11老,262,12.2,-0.4,23.4
04岿 11老,263,12.2,-1.9,26.3
04岿 11老,252,10.3,-1.5,23.5
04岿 11老,253,14.4,3.6,24.4
04岿 11老,254,11.3,-1.7,25.3
04岿 11老,255,12.9,2,24.5
04岿 11老,257,13.4,2,23.2
04岿 11老,244,9.4,-4.7,25.3
04岿 11老,245,11.5,0.2,26.2
04岿 11老,247,10.7,-3.3,26.6
04岿 11老,248,9.5,-4,24
04岿 11老,251,11.4,-0.7,25.7
04岿 11老,226,10.2,-2.6,24.4
04岿 11老,232,10.6,-1.3,25
04岿 11老,235,9.5,-0.1,20.3
04岿 11老,236,11,-1.3,22.9
04岿 11老,238,10.4,-2.9,25.7
04岿 11老,243,10.3,-1.6,24.5
04岿 11老,211,8.7,-1.7,20.6
04岿 11老,212,10.1,-1.5,22.5
04岿 11老,216,7.6,-4.6,20.8
04岿 11老,217,9.1,-1.9,22.6
04岿 11老,221,9.1,-3.2,23
04岿 11老,189,14.2,6.8,24.5
04岿 11老,192,12,-1.8,24.1
04岿 11老,201,9,-3.7,18.6
04岿 11老,202,10.5,-0.9,23.3
04岿 11老,203,10.2,-1.4,23.7
04岿 11老,172,10.8,-1.9,25.6
04岿 11老,174,11.2,-1.3,25.5
04岿 11老,175,9.6,1.6,21.9
04岿 11老,184,13.2,6.2,26.5
04岿 11老,185,12.3,6.7,18.7
04岿 11老,188,13.1,3.3,22.5
04岿 11老,162,12.2,4.5,19
04岿 11老,165,10.6,2.9,24.1
04岿 11老,168,12.3,5.3,20.4
04岿 11老,169,9.6,2.5,24.7
04岿 11老,170,11.9,2.7,23.3
04岿 11老,143,13.7,1.8,28.6
04岿 11老,146,11.7,0.3,26.1
04岿 11老,152,12.6,1.6,26.3
04岿 11老,155,12.9,2.6,22.8
05岿 11老,159,17.3,11.7,24.2
05岿 11老,135,16.7,5.9,28.3
05岿 11老,136,17.5,6.4,28.7
05岿 11老,137,17.3,7.5,28.8
05岿 11老,138,17.6,10.2,29.3
05岿 11老,140,17.5,6.2,28.8
05岿 11老,143,18.8,9.3,29.1
05岿 11老,127,17.6,5.9,28.3
05岿 11老,129,16.5,5.6,28.3
05岿 11老,130,14.8,6.6,28.4
05岿 11老,131,19.3,9.2,29.8
05岿 11老,133,18.1,7.9,28.5
05岿 11老,112,16.8,9,27.5
05岿 11老,114,18.3,8,29.8
05岿 11老,115,14.1,7.2,21.7
05岿 11老,119,16.2,6.4,29
05岿 11老,121,17.3,5.8,30.1
05岿 11老,101,17.1,6.4,29.6
05岿 11老,102,14,7,25.8
05岿 11老,104,15.1,6.3,28.9
05岿 11老,105,16,7.4,29.8
05岿 11老,106,15,7.8,28.1
05岿 11老,108,17.9,8.5,31.2
05岿 11老,90,14.3,6.4,26.6
05岿 11老,95,16.7,5.3,30
05岿 11老,98,16.8,6.6,32.9
05岿 11老,99,16.8,5.4,32
05岿 11老,100,12.6,-0.4,24.2
05岿 11老,295,18.1,9.8,28.4
05岿 11老,283,16.5,5,28.9
05岿 11老,284,16.7,4.8,27.6
05岿 11老,285,18,6.5,28.6
05岿 11老,288,17.9,7.1,29.6
05岿 11老,289,17.8,6.3,27.1
05岿 11老,294,17.3,10,27.2
05岿 11老,276,15.9,3.1,29.1
05岿 11老,277,16.5,6.5,30.8
05岿 11老,278,17,3.4,29
05岿 11老,279,17.9,7.9,28
05岿 11老,281,16.8,5.6,28.5
05岿 11老,264,17.4,4.1,29.7
05岿 11老,266,18.3,10.8,29
05岿 11老,271,15,1.8,28.5
05岿 11老,272,16.7,4.6,28.8
05岿 11老,273,16.7,6.3,27.9
05岿 11老,258,17.5,6.4,27.4
05岿 11老,259,17.4,6,28.8
05岿 11老,260,18,5,29.4
05岿 11老,261,17.3,5.2,27.7
05岿 11老,262,17.7,6,29
05岿 11老,263,18,5.9,29.8
05岿 11老,252,17.6,3.7,27.8
05岿 11老,253,19.3,11.6,28.3
05岿 11老,254,18.3,5,29.6
05岿 11老,255,18,9.6,28.2
05岿 11老,257,18.3,10.3,28.7
05岿 11老,244,16.4,2.8,28.5
05岿 11老,245,18.6,7,30
05岿 11老,247,17.7,4.5,29.2
05岿 11老,248,16.4,3.6,26.7
05岿 11老,251,18.5,5.2,29
05岿 11老,226,16.8,4.5,28
05岿 11老,232,18.1,6.4,29.9
05岿 11老,235,16.7,5.7,28.7
05岿 11老,236,18,5.7,30.2
05岿 11老,238,17.3,4.6,28.1
05岿 11老,243,17.6,5.4,28.4
05岿 11老,211,15.4,4.7,29
05岿 11老,212,17.2,6,30.4
05岿 11老,216,14.2,3,25.8
05岿 11老,217,15.9,5,29.1
05岿 11老,221,16.1,4.6,28.5
05岿 11老,189,18.7,12.5,26.4
05岿 11老,192,17.5,5.7,27.3
05岿 11老,201,16.2,6.8,29.6
05岿 11老,202,17.4,6.8,30.6
05岿 11老,203,17.4,6,29.9
05岿 11老,172,18.4,4.4,29.1
05岿 11老,174,16.9,4.2,29.2
05岿 11老,175,15.4,7.1,25.3
05岿 11老,184,18.2,10.5,29.8
05岿 11老,185,17.2,11,25.1
05岿 11老,188,18,9.3,25.9
05岿 11老,162,16.7,11.1,24.8
05岿 11老,165,17,7.8,26.3
05岿 11老,168,17.1,12.2,25.1
05岿 11老,169,15.2,9.2,24.5
05岿 11老,170,17.6,8,26.9
05岿 11老,146,18.8,6.4,30.8
05岿 11老,152,17.2,7.8,27.4
05岿 11老,155,17.9,10.4,26.8
05岿 11老,156,19,8.4,30.6
06岿 11老,295,22.2,13.9,31.3
06岿 11老,283,22.1,13.2,34.7
06岿 11老,284,22.1,11.9,32.8
06岿 11老,285,23.6,13.8,34.5
06岿 11老,288,23.3,14.9,34.3
06岿 11老,289,22.7,14.2,32.2
06岿 11老,294,21.5,14.9,29.1
06岿 11老,276,21.3,10.6,33.8
06岿 11老,277,22,13.2,34.8
06岿 11老,278,22.4,10.9,34
06岿 11老,279,23.4,14.8,34.1
06岿 11老,281,22.6,13,34.2
06岿 11老,264,22.4,12.3,32.9
06岿 11老,266,22.6,15,31.6
06岿 11老,271,20,9.4,31.1
06岿 11老,272,21.8,11.6,32.3
06岿 11老,273,21.6,12.6,32.1
06岿 11老,258,22.6,15.8,30.5
06岿 11老,259,22,15,30.3
06岿 11老,260,22.5,14.7,30.6
06岿 11老,261,21.9,14.2,31
06岿 11老,262,21.9,14.6,31.7
06岿 11老,263,23.1,14.9,33.2
06岿 11老,252,21.9,13.7,31
06岿 11老,253,23.5,16.2,31.3
06岿 11老,254,23.4,12.5,33.2
06岿 11老,255,22.3,14.7,31.4
06岿 11老,257,22.7,15.4,31.1
06岿 11老,244,21.6,10,33.2
06岿 11老,245,23.1,12.9,33.1
06岿 11老,247,22.9,13.4,33.6
06岿 11老,248,21.2,10,30.9
06岿 11老,251,22.8,13.2,32.8
06岿 11老,226,21.6,11.2,31.6
06岿 11老,232,22.4,13.1,32.5
06岿 11老,235,20.5,13.1,30.4
06岿 11老,236,22.4,13.1,33.3
06岿 11老,238,22.4,9.9,32.9
06岿 11老,243,21.9,13.7,31.3
06岿 11老,211,19.9,12,32.7
06岿 11老,212,22,13.1,35.2
06岿 11老,216,18.9,8.1,29.8
06岿 11老,217,20.2,11.6,33.4
06岿 11老,221,20.7,11.1,31.4
06岿 11老,189,21.7,16.2,27.3
06岿 11老,192,22.2,13.7,30.9
06岿 11老,201,19.8,11.7,30.6
06岿 11老,202,22.1,12.8,34.4
06岿 11老,203,21.8,12,32.9
06岿 11老,172,22.9,14.1,32.7
06岿 11老,174,21.9,13.7,31.2
06岿 11老,175,19.4,12.8,29.6
06岿 11老,184,21.7,15.5,33.2
06岿 11老,185,20.6,15,28.3
06岿 11老,188,20.9,15.3,27.9
06岿 11老,162,20.4,14.4,27.7
06岿 11老,165,21,14.3,28.2
06岿 11老,168,21.1,15.5,27.5
06岿 11老,169,18.8,11.9,26.1
06岿 11老,170,21.7,15.3,30.5
06岿 11老,146,23.4,13.2,33.6
06岿 11老,152,22,13.8,33
06岿 11老,155,21.9,14.9,30.5
06岿 11老,156,23.3,15.3,33.1
06岿 11老,159,21.3,15.2,27.8
06岿 11老,135,21.7,12.5,31.9
06岿 11老,136,22.6,13.4,33.4
06岿 11老,137,22.6,14.2,32.9
06岿 11老,138,22.8,14.6,34.6
06岿 11老,140,21.1,14,31.4
06岿 11老,143,24.3,15.3,34.5
06岿 11老,127,22.3,12.5,32.5
06岿 11老,129,20.3,12.1,30.8
06岿 11老,130,19.8,11.9,35.3
06岿 11老,131,23.7,14.4,32.9
06岿 11老,133,22.7,13,31.7
06岿 11老,112,20,12.9,29.7
06岿 11老,114,22.8,14,33.7
06岿 11老,115,19.8,11.8,29.2
06岿 11老,119,21.1,11.7,32.6
06岿 11老,121,21.8,12.4,34.1
06岿 11老,101,21.9,13.5,34.2
06岿 11老,102,17.2,9.8,28.1
06岿 11老,104,20.8,10.7,34.1
06岿 11老,105,22,11.8,34.5
06岿 11老,106,20.2,11.8,32.8
06岿 11老,108,22,14.4,32.9
06岿 11老,90,20.2,11.5,35.3
06岿 11老,95,21.3,12.3,33.2
06岿 11老,98,21.2,12.5,35.2
06岿 11老,99,21,11.8,33.7
06岿 11老,100,17.1,7.7,27
07岿 11老,159,25.1,19.4,33
07岿 11老,135,24.4,18.1,31.9
07岿 11老,136,25.5,18.8,33.7
07岿 11老,137,24.9,19,33.7
07岿 11老,138,25.6,19.4,35.1
07岿 11老,140,25.1,18.4,33.5
07岿 11老,143,26.8,20.1,35
07岿 11老,127,25.4,18.2,34.4
07岿 11老,129,24.1,17.9,33
07岿 11老,130,22.1,15.9,31.9
07岿 11老,131,26.1,19.7,34.9
07岿 11老,133,25.7,19.4,32.9
07岿 11老,112,23.9,18.1,32.9
07岿 11老,114,25.5,18.7,35.3
07岿 11老,115,22.5,16,29.9
07岿 11老,119,25.3,18.6,35.8
07岿 11老,121,24.7,17.3,34.1
07岿 11老,101,24.4,16.9,33.1
07岿 11老,102,21.1,15.1,28.9
07岿 11老,104,22.6,17.1,31.2
07岿 11老,105,23.4,17.5,32.4
07岿 11老,106,22.2,18.1,30.2
07岿 11老,108,24.6,18.9,34.1
07岿 11老,90,22.3,17.7,30.7
07岿 11老,95,24,17,32.3
07岿 11老,98,23.8,18,33.2
07岿 11老,99,24.3,18.2,33.1
07岿 11老,100,20.2,10.4,26.8
07岿 11老,295,25.9,18.8,33.5
07岿 11老,284,24.7,16,33.3
07岿 11老,285,26.1,17.7,34.9
07岿 11老,288,26.4,18.9,34.9
07岿 11老,289,25.4,17.5,34.8
07岿 11老,294,25.6,18.5,33.4
07岿 11老,276,24.4,16.3,34.7
07岿 11老,277,24.6,16.9,33.9
07岿 11老,278,25.6,17.2,34.5
07岿 11老,279,25.9,19.2,33.8
07岿 11老,281,25.3,19,34
07岿 11老,283,25,17.9,34.5
07岿 11老,264,25,16.7,34.1
07岿 11老,266,26,19.8,35
07岿 11老,271,23.4,13.9,32.4
07岿 11老,272,24.5,16.3,33.1
07岿 11老,273,24.3,17.5,33
07岿 11老,259,25.6,17.9,35
07岿 11老,260,26,17.6,36.1
07岿 11老,261,25.9,17.5,34.3
07岿 11老,262,25.9,17.9,35.7
07岿 11老,263,25.9,17.6,33.4
07岿 11老,252,26.2,17.7,35.6
07岿 11老,253,27,21,35.5
07岿 11老,254,26.3,18.3,35.6
07岿 11老,255,25.7,19.7,33.6
07岿 11老,257,26.2,20.4,34.7
07岿 11老,258,26.2,19.5,35.7
07岿 11老,244,24.4,16.2,33.8
07岿 11老,245,26.6,17.8,35.3
07岿 11老,247,25.6,17.4,35.1
07岿 11老,248,23.9,14.8,32.8
07岿 11老,251,26.7,18.5,35.4
07岿 11老,232,25.6,18.1,33.7
07岿 11老,235,25,18.3,34.4
07岿 11老,236,25.8,18.8,34.7
07岿 11老,238,25,16.8,32.9
07岿 11老,243,26.1,18.1,34.9
07岿 11老,211,22.6,14.7,30.6
07岿 11老,212,24.7,17.5,35.6
07岿 11老,216,21.7,13,30.3
07岿 11老,217,23,15.2,32
07岿 11老,221,23.8,17,32.5
07岿 11老,226,24.4,16.9,32.2
07岿 11老,189,26.7,19.9,35.5
07岿 11老,192,25.4,17.4,34.3
07岿 11老,201,23.6,17.5,33.7
07岿 11老,202,24.7,17.8,35.5
07岿 11老,203,24.5,17.5,34.7
07岿 11老,172,27.1,19,35.8
07岿 11老,174,25.3,18.6,34.6
07岿 11老,175,23.3,16.5,31.5
07岿 11老,184,27.3,20.8,34.5
07岿 11老,185,26,19.3,32.8
07岿 11老,188,26.1,20.4,33.1
07岿 11老,162,24.5,18.7,31.8
07岿 11老,165,25.3,18.4,33.3
07岿 11老,168,25.1,19.5,32.4
07岿 11老,169,23.4,18.2,31
07岿 11老,170,25.7,19.1,34.5
07岿 11老,146,26.4,18.4,34.8
07岿 11老,152,25.2,18.2,34.2
07岿 11老,155,25.6,19.3,32.5
07岿 11老,156,26.5,19.2,35.3
08岿 11老,159,25.8,19.5,32.3
08岿 11老,135,23.9,14.8,31.9
08岿 11老,136,25.1,17.5,33.7
08岿 11老,137,24.7,16.8,33.2
08岿 11老,138,25.8,19.3,33.9
08岿 11老,140,24.9,18.6,34
08岿 11老,143,26.2,18.7,35.1
08岿 11老,127,25.5,17.2,34.6
08岿 11老,129,24.5,18.1,32.9
08岿 11老,130,23.9,17,33.7
08岿 11老,131,26.1,17.7,35
08岿 11老,133,25.8,17.9,33.3
08岿 11老,112,25,19.4,32.1
08岿 11老,114,25.9,17.5,35.4
08岿 11老,115,24.1,18.5,31.1
08岿 11老,119,26.1,18.6,35.6
08岿 11老,121,24.8,15.6,35.4
08岿 11老,101,25.1,17.6,33.7
08岿 11老,102,22.1,17.1,28.9
08岿 11老,104,24.6,16.6,34.8
08岿 11老,105,25.3,18.1,35.2
08岿 11老,106,24.3,16.9,34.1
08岿 11老,108,25.8,18.1,34.1
08岿 11老,90,24.8,18.7,35.7
08岿 11老,95,24.4,15,34.3
08岿 11老,98,24.3,15.2,33.3
08岿 11老,99,25,16.5,34.1
08岿 11老,100,20.4,10.3,28.3
08岿 11老,295,25.6,19.2,33.3
08岿 11老,284,24.1,15.5,32
08岿 11老,285,25.8,17.9,35.4
08岿 11老,288,25.9,17.9,34.7
08岿 11老,289,24.9,17.8,33.8
08岿 11老,294,25.4,18.2,32.3
08岿 11老,276,23.8,15.9,34.5
08岿 11老,277,25,17.4,34.1
08岿 11老,278,25.1,15.8,35
08岿 11老,279,25.1,16.6,34.2
08岿 11老,281,24.8,16.3,33.6
08岿 11老,283,24.7,17.3,33.8
08岿 11老,264,24.4,16.7,33.5
08岿 11老,266,26.2,19.2,34.2
08岿 11老,271,23.2,12.4,33
08岿 11老,272,24.3,14.1,33.4
08岿 11老,273,24.1,16.4,33.2
08岿 11老,259,25.1,19.2,32.2
08岿 11老,260,25.6,19.4,33
08岿 11老,261,25.2,19.1,33.1
08岿 11老,262,25.5,19.1,33.6
08岿 11老,263,25.2,18.4,33.4
08岿 11老,252,25.5,18,34.9
08岿 11老,253,27.1,20.1,35.1
08岿 11老,254,25.7,17.2,35.2
08岿 11老,255,25.5,18.3,33.4
08岿 11老,257,26.4,18.9,33.8
08岿 11老,258,25.7,19.4,33.2
08岿 11老,244,24.1,14.7,34.1
08岿 11老,245,26,16.8,35.9
08岿 11老,247,25.1,16.7,34.4
08岿 11老,248,23.3,14,32.3
08岿 11老,251,26,18,35.6
08岿 11老,232,25.5,16.7,34.3
08岿 11老,235,25.3,17.2,34
08岿 11老,236,25.6,18,35.2
08岿 11老,238,24.7,14.5,34
08岿 11老,243,25.8,17.5,35.4
08岿 11老,211,23.5,15.2,33.3
08岿 11老,212,25.3,16.7,36
08岿 11老,216,21.8,10.5,30.2
08岿 11老,217,23.7,15.7,33.9
08岿 11老,221,24,15.1,33.5
08岿 11老,226,24,14.9,32.5
08岿 11老,189,26.3,21.5,33.3
08岿 11老,192,25.1,18.5,33.8
08岿 11老,201,24.5,16.6,33.5
08岿 11老,202,25.4,18.2,34
08岿 11老,203,25,16.1,34.5
08岿 11老,172,26.1,18.1,36.7
08岿 11老,174,24.9,17.6,34.2
08岿 11老,175,22.4,16.6,31.2
08岿 11老,184,26,20.6,34.7
08岿 11老,185,25.3,20.9,33.9
08岿 11老,188,25.5,20.7,32
08岿 11老,162,24.8,18.3,32.8
08岿 11老,165,24.6,17.8,33.2
08岿 11老,168,25.3,19.3,31.4
08岿 11老,169,23.3,19.2,30.5
08岿 11老,170,25.3,19.5,32.6
08岿 11老,146,26,16.5,36.2
08岿 11老,152,25.3,17.5,34.6
08岿 11老,155,25.7,19.3,33
08岿 11老,156,25.9,17.9,35.2
09岿 11老,159,23.3,14.8,31.6
09岿 11老,136,20.7,7.4,33.9
09岿 11老,137,19.9,7.2,32.8
09岿 11老,138,22.5,13.6,31.5
09岿 11老,140,20.7,10.9,31.4
09岿 11老,143,23,11.6,35.5
09岿 11老,127,20,7.2,32.2
09岿 11老,129,20.4,9.2,30.7
09岿 11老,130,19.9,10.2,27.7
09岿 11老,131,21.3,11.3,32.4
09岿 11老,133,21.2,11.2,31.9
09岿 11老,135,19.5,7.4,31.5
09岿 11老,112,21.7,11,31.6
09岿 11老,114,20.5,8.7,33
09岿 11老,115,19.9,13,27.8
09岿 11老,119,21.7,9.9,33.3
09岿 11老,121,19.4,7,33.3
09岿 11老,102,18.7,10.7,25.4
09岿 11老,104,19.6,11.1,29.4
09岿 11老,105,20.2,12.1,30.7
09岿 11老,106,19.9,10.6,29
09岿 11老,108,21.8,10.3,32.4
09岿 11老,90,20.4,12.3,29
09岿 11老,95,18.8,5.6,30.1
09岿 11老,98,19.6,7.1,32.1
09岿 11老,99,19.9,5.7,31.3
09岿 11老,100,14.6,1.4,27.9
09岿 11老,101,19.6,8.5,31.7
09岿 11老,295,22.6,13.5,34.6
09岿 11老,284,20.1,5.4,32.9
09岿 11老,285,22,8.3,35.1
09岿 11老,288,22.4,8.7,35.9
09岿 11老,289,21.3,8.4,34.2
09岿 11老,294,22.6,12.2,34
09岿 11老,276,18.9,6.2,34.2
09岿 11老,277,21,10.8,32.8
09岿 11老,278,20.5,5.2,34.7
09岿 11老,279,21,9.1,33.8
09岿 11老,281,20.9,6.2,33
09岿 11老,283,20.6,7.8,33.5
09岿 11老,264,20.4,6.2,34
09岿 11老,266,23.7,13.6,34.3
09岿 11老,271,18.2,2.4,33.1
09岿 11老,272,19.6,6,33
09岿 11老,273,19.8,7.6,32.9
09岿 11老,259,21.8,10.6,32.7
09岿 11老,260,22.1,9.2,34.2
09岿 11老,261,21.7,9.4,33
09岿 11老,262,22.4,10.1,35.1
09岿 11老,263,21.4,8.4,33.6
09岿 11老,252,21.1,10,32.5
09岿 11老,253,24.1,13.8,35.6
09岿 11老,254,21.7,8.4,34.3
09岿 11老,255,22.5,11.8,33.7
09岿 11老,257,23,10.7,35.3
09岿 11老,258,22.4,11.5,34.2
09岿 11老,244,19.8,4.8,33
09岿 11老,245,21.7,11.2,32.7
09岿 11老,247,21,5.9,33.9
09岿 11老,248,18.8,4.2,31.1
09岿 11老,251,21.7,10.9,33
09岿 11老,232,20.6,8.8,32.5
09岿 11老,235,21.1,11.7,30.8
09岿 11老,236,20.7,9.9,33
09岿 11老,238,19.9,6,32.6
09岿 11老,243,21.3,11,31.6
09岿 11老,211,17.8,6.5,31.3
09岿 11老,212,19.5,7.5,32.7
09岿 11老,216,16.1,4,30.1
09岿 11老,217,17.9,7.7,32.6
09岿 11老,221,18.3,5.2,32.6
09岿 11老,226,19.1,6.2,31.6
09岿 11老,189,25.1,16.8,32.2
09岿 11老,192,21.9,8.7,34.7
09岿 11老,201,20.4,8.7,31.4
09岿 11老,202,20.3,8.2,32.9
09岿 11老,203,19.6,7.7,32.3
09岿 11老,174,21.3,9.1,33.1
09岿 11老,175,20.1,10.4,32.7
09岿 11老,184,23.1,16.1,29.5
09岿 11老,185,23.2,16.9,30.9
09岿 11老,188,23.5,15.8,30.7
09岿 11老,162,22.4,13.3,32.6
09岿 11老,165,21.7,13.2,31.9
09岿 11老,168,23.3,14.5,32.1
09岿 11老,169,20.8,14.8,28.5
09岿 11老,170,22.7,13.2,33.5
09岿 11老,172,21.3,10,32.9
09岿 11老,146,21.9,10.8,33.3
09岿 11老,152,21.8,11.8,32.9
09岿 11老,155,23,14.1,33.7
09岿 11老,156,22.7,12.8,33.3
10岿 11老,159,17.6,6.4,27.4
10岿 11老,136,13.1,-0.2,24.9
10岿 11老,137,12.4,-1.5,24.2
10岿 11老,138,16.5,5.3,28
10岿 11老,140,13.5,1.7,23.7
10岿 11老,143,15.7,2.5,27.2
10岿 11老,127,12,-1,22.7
10岿 11老,129,13,0.5,23.1
10岿 11老,130,14,1.6,26.4
10岿 11老,131,13.6,1.1,22.9
10岿 11老,133,13.5,0.8,23.6
10岿 11老,135,12.4,-1.5,23.9
10岿 11老,112,14.8,5.3,22
10岿 11老,114,12.1,-0.9,22.6
10岿 11老,115,15.2,7,22.9
10岿 11老,119,13.9,1.2,23.8
10岿 11老,121,11.6,-2.3,23.7
10岿 11老,102,13.4,7.2,19.5
10岿 11老,104,14.1,3.8,25.2
10岿 11老,105,14.8,5.2,26.1
10岿 11老,106,14.4,3.3,25.4
10岿 11老,108,14.2,3.1,23.4
10岿 11老,90,14.9,4.6,26.4
10岿 11老,95,10.9,-3.1,21.9
10岿 11老,98,12.1,-1,23.3
10岿 11老,99,11.6,-2.2,23.1
10岿 11老,100,8.1,-5.5,19.9
10岿 11老,101,11.8,-1.2,21.9
10岿 11老,295,15.9,4.6,25.9
10岿 11老,284,12.3,-2.7,26.1
10岿 11老,285,14,-0.1,27.7
10岿 11老,288,14.8,0.1,28.3
10岿 11老,289,13.7,-0.6,26.8
10岿 11老,294,16.1,3.6,26.4
10岿 11老,276,11.1,-2.3,24.7
10岿 11老,277,15,2.3,26
10岿 11老,278,12.2,-2.8,25.8
10岿 11老,279,13.4,-0.3,25.3
10岿 11老,281,13.3,-1.7,26.5
10岿 11老,283,13.9,-0.6,27
10岿 11老,264,12.6,-1.9,26.5
10岿 11老,266,17.1,4.6,27.2
10岿 11老,271,10.2,-4.6,24
10岿 11老,272,12.1,-2.1,23.8
10岿 11老,273,12.4,-1.6,24.6
10岿 11老,259,14.8,2.3,25.7
10岿 11老,260,14.9,0.5,27.9
10岿 11老,261,14.4,0.7,26.1
10岿 11老,262,15.3,0.5,27.5
10岿 11老,263,13.8,-0.6,26.8
10岿 11老,252,13.8,0.3,25.5
10岿 11老,253,17.5,3.8,28.8
10岿 11老,254,13.4,-0.7,26.4
10岿 11老,255,15.6,2.8,26.5
10岿 11老,257,16.6,3.1,27.9
10岿 11老,258,15.3,1.8,26.4
10岿 11老,244,11.6,-3,25.3
10岿 11老,245,14.1,1.2,25.6
10岿 11老,247,12.6,-1.9,26.1
10岿 11老,248,11.1,-2.7,24.3
10岿 11老,251,14.3,1.3,26
10岿 11老,232,12.7,-0.9,24.9
10岿 11老,235,14,1.2,22.6
10岿 11老,236,12.6,-1.3,23.9
10岿 11老,238,11.6,-2.4,25.1
10岿 11老,243,14,0.1,24.9
10岿 11老,211,10.6,-2.6,22.3
10岿 11老,212,11.3,-2,23
10岿 11老,216,9.7,-3.2,22.8
10岿 11老,217,10.5,-2.2,22.7
10岿 11老,221,10.3,-3.4,22.1
10岿 11老,226,11.1,-2.7,23.6
10岿 11老,189,19.9,10.4,28.2
10岿 11老,192,14.1,-0.7,26.9
10岿 11老,201,12.9,0.6,21.6
10岿 11老,202,12.1,-1.5,22.4
10岿 11老,203,11.5,-2.6,23.2
10岿 11老,174,13.7,-0.4,25.9
10岿 11老,175,13.8,4.3,25
10岿 11老,184,17.9,7.7,25.1
10岿 11老,185,18.4,9.4,26.8
10岿 11老,188,17.9,6.7,25.6
10岿 11老,162,16.3,4.7,24.2
10岿 11老,165,15.2,5.2,23.7
10岿 11老,168,17,7.3,24.9
10岿 11老,169,15.8,10.9,22.2
10岿 11老,170,16.1,5,26.4
10岿 11老,172,13.8,0.4,25.5
10岿 11老,146,14.2,0.6,26.3
10岿 11老,152,15.8,3.5,28.2
10岿 11老,155,16.5,5.6,26.3
10岿 11老,156,15.4,2.9,27.7
11岿 11老,159,14.1,0.9,24.6
11岿 11老,136,9.8,-4.8,25.1
11岿 11老,137,9.4,-4,25.2
11岿 11老,138,13,0.6,22.3
11岿 11老,140,11.4,-2.2,25.2
11岿 11老,143,11.9,-0.5,25.4
11岿 11老,127,9.8,-4.8,25.5
11岿 11老,129,11.2,-0.9,25.4
11岿 11老,130,11.4,-1.8,21.8
11岿 11老,131,11.2,-2,25.1
11岿 11老,133,11.2,-2.4,25.5
11岿 11老,135,9.5,-4.8,23.5
11岿 11老,112,11.4,-3.9,23.9
11岿 11老,114,9.6,-5.1,25.5
11岿 11老,115,11.5,0.3,21.5
11岿 11老,119,11.2,-3.8,25.8
11岿 11老,121,8.4,-6.3,25.1
11岿 11老,102,9.4,-1.8,18.6
11岿 11老,104,10.6,-3,20.6
11岿 11老,105,11.2,-1.5,21.9
